Name,Scientific.Name,locality,Latitude - processed,Longitude - processed,Coordinate Uncertainty in Metres - parsed,IMCRA Region - parsed,State - parsed,Year - parsed,coordinate Uncertainty In Meters,Data Resource ID
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha.robusta,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia.vitiensis,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Stylocoeniella guentheri Bassett-Smith, 1890",Stylocoeniella.guentheri,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1975,3000,dr684
"Stylophora pistillata Esper, 1797",Stylophora.pistillata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1975,3000,dr684
"Symphyllia cf. valenciennesii Edwards & Haime, 1849",Symphyllia.valenciennesii,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria.mesenterina,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Turbinaria peltata (Esper, 1794)",Turbinaria.peltata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria.stellulata,"Dewar Island (Murray Islands), S side",-9.918,144,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Cycloseris costulata (Ortmann, 1889)",Cycloseris.costulata,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Cyphastrea japonica Yabe & Sugiyama, 1932",Cyphastrea.japonica,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Cyphastrea microphthalma (Lamarck, 1816)",Cyphastrea.microphthalma,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Euphyllia (Euphyllia) glabrescens (Chamisso & Eysenhardt, 1821)",Euphyllia.glabrescens,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Favia favus (ForskÇè_l, 1775)",Favia.favus,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Favia matthaii Vaughan, 1918",Favia.matthaii,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Favites pentagona (Esper, 1794)",Favites.pentagona,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia.moluccensis,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Pleuractis) scutaria Lamarck, 1801",Fungia.scutaria,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Goniastrea palauensis (Yabe, Sugiyama & Eguchi, 1936)",Goniastrea.palauensis,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Leptastrea purpurea (Dana, 1846)",Leptastrea.purpurea,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Leptoseris explanata Yabe & Sugiyama, 1941",Leptoseris.explanata,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Leptoseris mycetoseroides Wells, 1954",Leptoseris.mycetoseroides,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Leptoseris scabra Vaughan, 1907",Leptoseris.scabra,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Montipora danae Edwards & Haime, 1851",Montipora.danae,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Oxypora glabra Nemenzo, 1959",Oxypora.glabra,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona cf. explanulata (Lamarck, 1816)",Pavona.explanulata,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona venosa (Ehrenberg, 1834)",Pavona.venosa,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pectinia alcicornis (Saville-Kent, 1871)",Pectinia.alcicornis,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Plerogyra sinuosa (Dana, 1846)",Plerogyra.sinuosa,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Podabacia crustacea (Pallas, 1766)",Podabacia.crustacea,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha.robusta,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Stylophora pistillata Esper, 1797",Stylophora.pistillata,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1975,3000,dr684
"Symphyllia agaricia Edwards & Haime, 1849",Symphyllia.agaricia,"Dewar Island (Murray Islands), SE side",-9.912,144.018,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Acropora (Acropora) carduus (Dana, 1846)",Acropora.carduus,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1983,3000,dr684
"Blastomussa wellsi Wijsman-Best, 1973",Blastomussa.wellsi,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Coscinaraea columna (Dana, 1846)",Coscinaraea.columna,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Cynarina lacrymalis (Edwards & Haime, 1848)",Cynarina.lacrymalis,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Cyphastrea japonica Yabe & Sugiyama, 1932",Cyphastrea.japonica,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Diploastrea heliopora (Lamarck, 1816)",Diploastrea.heliopora,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Euphyllia (Euphyllia) cristata Chevalier, 1971",Euphyllia.cristata,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
Euphyllia (Fimbriaphyllia) ancora,Euphyllia.ancora,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Favia favus (ForskÇè_l, 1775)",Favia.favus,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Favia pallida (Dana, 1846)",Favia.pallida,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Favia stelligera (Dana, 1846)",Favia.stelligera,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Fungia.scruposa,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Danafungia) horrida Dana, 1846",Fungia.horrida,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Danafungia) klunzingeri Doderlein, 1901",Fungia.horrida,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
Galaxea horrescens,Galaxea.horrescens,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Goniopora fruticosa Saville-Kent, 1893",Goniopora.fruticosa,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Goniopora lobata Edwards & Haime, 1860",Goniopora.lobata,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Goniopora somaliensis Vaughan, 1907",Goniopora.somaliensis,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Goniopora stutchburyi Wells, 1955",Goniopora.stutchburyi,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Leptastrea purpurea (Dana, 1846)",Leptastrea.purpurea,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1976,3000,dr684
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris.yabei,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
Lobophyllia hemprichii,Lobophyllia.hemprichii,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Mycedium elephantotus (Pallas, 1766)",Mycedium.elephantotus,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Oxypora lacera (Verrill, 1864)",Oxypora.lacera,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pavona varians Verrill, 1864",Pavona.varians,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Pectinia paeonia (Dana, 1846)",Pectinia.paeonia,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Porites (Porites) lichen Dana, 1846",Porites.lichen,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Porites (Porites) nigrescens Dana, 1848",Porites.nigrescens,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Porites (Synaraea) rus (Forskal, 1775)",Porites.rus,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1981,3000,dr684
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia.vitiensis,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1979,3000,dr684
"Seriatopora hystrix Dana, 1846",Seriatopora.hystrix,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1975,3000,dr684
"Stylophora pistillata Esper, 1797",Stylophora.pistillata,"Wyer Island (Murray Islands), NW side",-9.939,144.023,3000,Northeast Shelf Transition,Queensland,1975,3000,dr684
"Acropora (Acropora) aculeus (Dana, 1846)",Acropora.aculeus,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) anthocercis (Brook, 1893)",Acropora.anthocercis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) aspera (Dana, 1846)",Acropora.aspera,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) carduus (Dana, 1846)",Acropora.carduus,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) cerealis (Dana, 1846)",Acropora.cerealis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) clathrata (Brook, 1891)",Acropora.clathrata,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) cytherea (Dana, 1846)",Acropora.cytherea,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) danai (Edwards & Haime, 1860)",Acropora.abrotanoides,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora.divaricata,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) florida (Dana, 1846)",Acropora.florida,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) formosa (Dana, 1846)",Acropora.formosa,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) gemmifera (Brook, 1892)",Acropora.gemmifera,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) grandis (Brook, 1892)",Acropora.grandis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) humilis (Dana, 1846)",Acropora.humilis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) hyacinthus (Dana, 1846)",Acropora.hyacinthus,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) latistella (Brook, 1892)",Acropora.latistella,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) loripes (Brook, 1892)",Acropora.loripes,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) lutkeni Crossland, 1952",Acropora.lutkeni,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) microclados (Ehrenberg, 1834)",Acropora.microclados,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora.millepora,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) nasuta (Dana, 1846)",Acropora.nasuta,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) robusta (Dana, 1846)",Acropora.robusta,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) samoensis (Brook, 1891)",Acropora.samoensis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) sarmentosa (Brook, 1892)",Acropora.sarmentosa,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) secale (Studer, 1878)",Acropora.secale,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) subglabra (Brook, 1891)",Acropora.subglabra,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora.tenuis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
Acropora (Acropora) verweyi,Acropora.verweyi,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
Acropora (Acropora) yongei,Acropora.yongei,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Isopora) brueggemanni (Brook, 1893)",Acropora.brueggemanni,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Isopora) cuneata (Dana, 1846)",Acropora.cuneata,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora (Isopora) palifera (Lamarck, 1816)",Acropora.palifera,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Acropora longicyathus (Edwards & Haime, 1860)",Acropora.longicyathus,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Astreopora myriophthalma (Lamarck, 1816)",Astreopora.myriophthalma,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1983,6000,dr684
"Coscinaraea columna (Dana, 1846)",Coscinaraea.columna,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1979,6000,dr684
"Cyphastrea chalcidicum (ForskÇè_l, 1775)",Cyphastrea.chalcidicum,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Cyphastrea serailia (ForskÇè_l, 1775)",Cyphastrea.serailia,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Echinopora gemmacea (Lamarck, 1816)",Echinopora.gemmacea,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Euphyllia (Euphyllia) cristata Chevalier, 1971",Euphyllia.cristata,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1979,6000,dr684
"Favia favus (ForskÇè_l, 1775)",Favia.favus,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favia pallida (Dana, 1846)",Favia.pallida,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favia rotumana (Gardiner, 1899)",Favia.rotumana,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favia stelligera (Dana, 1846)",Favia.stelligera,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favites abdita (Ellis & Solander, 1786)",Favites.abdita,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favites chinensis (Verrill, 1866)",Favites.chinensis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favites flexuosa (Dana, 1846)",Favites.flexuosa,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favites halicora (Ehrenberg, 1834)",Favites.halicora,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Favites pentagona (Esper, 1794)",Favites.pentagona,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1976,6000,dr684
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia.fungites,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1979,6000,dr684
"Fungia (Pleuractis) scutaria Lamarck, 1801",Fungia.scutaria,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1979,6000,dr684
"Galaxea fascicularis (Linnaeus, 1767)",Galaxea.fascicularis,Great Detached Reef,-11.694,144.028,6000,Northeast Shelf Transition,,1979,6000,dr684
