trait,master_species,value
substrate_attachment,Favites.abdita,attached
substrate_attachment,Favites.acuticollis,attached
substrate_attachment,Favites.bestae,attached
substrate_attachment,Favites.chinensis,attached
substrate_attachment,Favites.complanata,attached
substrate_attachment,Favites.flexuosa,attached
substrate_attachment,Favites.halicora,attached
substrate_attachment,Favites.micropentagona,attached
substrate_attachment,Favites.paraflexuosa,attached
substrate_attachment,Favites.pentagona,attached
substrate_attachment,Favites.russelli,attached
substrate_attachment,Favites.spinosa,attached
substrate_attachment,Favites.stylifera,attached
substrate_attachment,Favites.vasta,attached
substrate_attachment,Flabellum.alabastrum,both
substrate_attachment,Flabellum.angulare,both
substrate_attachment,Flabellum.angustum,both
substrate_attachment,Flabellum.aotearoa,both
substrate_attachment,Flabellum.apertumapertum,both
substrate_attachment,Flabellum.apertumborealis,both
substrate_attachment,Flabellum.areum,both
substrate_attachment,Flabellum.atlanticum,both
substrate_attachment,Flabellum.australe,both
substrate_attachment,Flabellum.campanulatum,both
substrate_attachment,Flabellum.chunii,both
substrate_attachment,Flabellum.conuis,both
substrate_attachment,Flabellum.curvatum,both
substrate_attachment,Flabellum.daphnense,both
substrate_attachment,Flabellum.deludens,both
substrate_attachment,Flabellum.flexuosum,both
substrate_attachment,Flabellum.floridanum,both
substrate_attachment,Flabellum.folkesoni,both
substrate_attachment,Flabellum.gardineri,both
substrate_attachment,Flabellum.hoffmeisteri,both
substrate_attachment,Flabellum.impensum,both
substrate_attachment,Flabellum.japonicum,both
substrate_attachment,Flabellum.knoxi,both
substrate_attachment,Flabellum.lamellulosum,both
substrate_attachment,Flabellum.lowekeyesi,both
substrate_attachment,Flabellum.macandrewi,both
substrate_attachment,Flabellum.magnificum,both
substrate_attachment,Flabellum.marcus,both
substrate_attachment,Flabellum.marenzelleri,both
substrate_attachment,Flabellum.messum,both
substrate_attachment,Flabellum.moseleyi,both
substrate_attachment,Flabellum.ongulense,both
substrate_attachment,Flabellum.patens,both
substrate_attachment,Flabellum.politum,both
substrate_attachment,Flabellum.sexcostatum,both
substrate_attachment,Flabellum.sibogae,both
substrate_attachment,Flabellum.thouarsii,both
substrate_attachment,Flabellum.transversaleconicum,both
substrate_attachment,Flabellum.transversaletransversale,both
substrate_attachment,Flabellum.transversaletriangulare,both
substrate_attachment,Flabellum.tuthilli,both
substrate_attachment,Flabellum.vaughani,both
substrate_attachment,Fungia.concinna,unattached
substrate_attachment,Fungia.corona,unattached
substrate_attachment,Cycloseris.costulata,unattached
substrate_attachment,Cycloseris.curvata,unattached
substrate_attachment,Cycloseris.cyclolites,unattached
substrate_attachment,Fungia.danai,unattached
substrate_attachment,Diaseris.distorta,unattached
substrate_attachment,Diaseris.fragilis,unattached
substrate_attachment,Fungia.fralinae,unattached
substrate_attachment,Fungia.fungites,unattached
substrate_attachment,Fungia.granulosa,unattached
substrate_attachment,Cycloseris.hexagonalis,unattached
substrate_attachment,Fungia.horrida,unattached
substrate_attachment,Fungia.klunzingeri,unattached
substrate_attachment,Fungia.moluccensis,attached
substrate_attachment,Fungia.paumotensis,unattached
substrate_attachment,Fungia.puishani,unattached
substrate_attachment,Fungia.repanda,unattached
substrate_attachment,Fungia.scabra,unattached
substrate_attachment,Fungia.scruposa,unattached
substrate_attachment,Fungia.scutaria,unattached
substrate_attachment,Fungia.seychellensis,unattached
substrate_attachment,Cycloseris.sinensis,unattached
substrate_attachment,Cycloseris.somervillei,unattached
substrate_attachment,Fungia.spinifer,unattached
substrate_attachment,Fungia.taiwanensis,unattached
substrate_attachment,Cycloseris.tenuis,unattached
substrate_attachment,Cycloseris.vaughani,unattached
substrate_attachment,Fungiacyathus.crispus,unattached
substrate_attachment,Fungiacyathus.dennanti,unattached
substrate_attachment,Fungiacyathus.fissidiscus,unattached
substrate_attachment,Fungiacyathus.fissilis,unattached
substrate_attachment,Fungiacyathus.fragilis,unattached
substrate_attachment,Fungiacyathus.granulosus,unattached
substrate_attachment,Fungiacyathus.hydra,unattached
substrate_attachment,Fungiacyathus.marenzelleri,unattached
substrate_attachment,Fungiacyathus.margaretae,unattached
substrate_attachment,Fungiacyathus.multicarinatus,unattached
substrate_attachment,Fungiacyathus.paliferus,unattached
substrate_attachment,Fungiacyathus.pliciseptus,unattached
substrate_attachment,Fungiacyathus.pseudostephanus,unattached
substrate_attachment,Fungiacyathus.pusilluspacificus,unattached
substrate_attachment,Fungiacyathus.pusilluspusillus,unattached
substrate_attachment,Fungiacyathus.sandoi,unattached
substrate_attachment,Fungiacyathus.sibogae,unattached
substrate_attachment,Fungiacyathus.stephanus,unattached
substrate_attachment,Fungiacyathus.symmetricus,unattached
substrate_attachment,Fungiacyathus.turbinolioides,unattached
substrate_attachment,Fungiacyathus.variegatus,unattached
substrate_attachment,Galaxea.acrhelia,attached
substrate_attachment,Galaxea.astreata,attached
substrate_attachment,Galaxea.cryptoramosa,attached
substrate_attachment,Galaxea.fascicularis,attached
substrate_attachment,Galaxea.horrescens,attached
substrate_attachment,Galaxea.longisepta,attached
substrate_attachment,Galaxea.paucisepta,attached
substrate_attachment,Gardineria.paradoxa,attached
substrate_attachment,Gardineria.philippinensis,attached
substrate_attachment,Gardineroseris.planulata,attached
substrate_attachment,Goniastrea.aspera,attached
substrate_attachment,Goniastrea.australensis,attached
substrate_attachment,Goniastrea.columella,attached
substrate_attachment,Goniastrea.deformis,attached
substrate_attachment,Goniastrea.edwardsi,attached
substrate_attachment,Goniastrea.favulus,attached
substrate_attachment,Goniastrea.minuta,attached
substrate_attachment,Goniastrea.palauensis,attached
substrate_attachment,Goniastrea.pectinata,attached
substrate_attachment,Goniastrea.peresi,attached
substrate_attachment,Goniastrea.ramosa,attached
substrate_attachment,Goniastrea.retiformis,attached
substrate_attachment,Goniastrea.thecata,attached
substrate_attachment,Goniocorella.dumosa,attached
substrate_attachment,Goniopora.albiconus,attached
substrate_attachment,Goniopora.burgosi,attached
substrate_attachment,Goniopora.cellulosa,attached
substrate_attachment,Goniopora.ciliatus,attached
substrate_attachment,Goniopora.columna,attached
substrate_attachment,Goniopora.djiboutiensis,attached
substrate_attachment,Goniopora.eclipsensis,attached
substrate_attachment,Goniopora.fruticosa,attached
substrate_attachment,Goniopora.lobata,attached
substrate_attachment,Goniopora.minor,attached
substrate_attachment,Goniopora.norfolkensis,attached
substrate_attachment,Goniopora.palmensis,attached
substrate_attachment,Goniopora.pandoraensis,attached
substrate_attachment,Goniopora.pearsoni,attached
substrate_attachment,Goniopora.pendulus,attached
substrate_attachment,Goniopora.planulata,attached
substrate_attachment,Goniopora.polyformis,attached
substrate_attachment,Goniopora.savignyi,attached
substrate_attachment,Goniopora.somaliensis,attached
substrate_attachment,Goniopora.stokesi,both
substrate_attachment,Goniopora.stutchburyi,attached
substrate_attachment,Goniopora.sultani,attached
substrate_attachment,Goniopora.tenella,attached
substrate_attachment,Goniopora.tenuidens,attached
substrate_attachment,Gyrosmilia.interrupta,attached
substrate_attachment,Halomitra.clavator,unattached
substrate_attachment,Halomitra.meierae,unattached
substrate_attachment,Halomitra.pileus,unattached
substrate_attachment,Heliofungia.actiniformis,unattached
substrate_attachment,Helioseris.cucullata,attached
substrate_attachment,Herpolitha.limax,unattached
substrate_attachment,Herpolitha.weberi,unattached
substrate_attachment,Heterocyathus.aequicostatus,unattached
substrate_attachment,Heterocyathus.alternatus,unattached
substrate_attachment,Heterocyathus.hemisphaericus,unattached
substrate_attachment,Heterocyathus.japonica,unattached
substrate_attachment,Heterocyathus.sulcatus,unattached
substrate_attachment,Heteropsammia.cochlea,unattached
substrate_attachment,Heteropsammia.eupsammides,unattached
substrate_attachment,Hoplangia.durotrix,attached
substrate_attachment,Horastrea.indica,attached
substrate_attachment,Hydnophora.bonsai,attached
substrate_attachment,Hydnophora.exesa,attached
substrate_attachment,Hydnophora.grandis,attached
substrate_attachment,Hydnophora.microconos,attached
substrate_attachment,Hydnophora.pilosa,attached
substrate_attachment,Hydnophora.rigida,attached
substrate_attachment,Indophyllia.macassarensis,unattached
substrate_attachment,Isophyllia.rigida,attached
substrate_attachment,Isophyllia.sinuosa,attached
substrate_attachment,Javania.antarctica,attached
substrate_attachment,Javania.borealis,attached
substrate_attachment,Javania.cailleti,attached
substrate_attachment,Javania.californica,attached
substrate_attachment,Javania.lamprotichum,attached
substrate_attachment,Javania.pseudoalabastra,attached
substrate_attachment,Kionotrochus.suteri,unattached
substrate_attachment,Labyrinthocyathus.delicatus,attached
substrate_attachment,Labyrinthocyathus.facetus,attached
substrate_attachment,Labyrinthocyathus.langae,attached
substrate_attachment,Labyrinthocyathus.limatulus,attached
substrate_attachment,Labyrinthocyathus.quaylei,attached
substrate_attachment,Leptastrea.aequalis,attached
substrate_attachment,Leptastrea.bewickensis,attached
substrate_attachment,Leptastrea.bottae,attached
substrate_attachment,Leptastrea.inaequalis,attached
substrate_attachment,Leptastrea.pruinosa,attached
substrate_attachment,Leptastrea.purpurea,attached
substrate_attachment,Leptastrea.transversa,attached
substrate_attachment,Leptopenus.antarcticus,unattached
substrate_attachment,Leptopenus.discus,unattached
substrate_attachment,Leptopenus.hypocoelus,unattached
substrate_attachment,Leptopenus.solidus,unattached
substrate_attachment,Leptopsammia.britannica,attached
substrate_attachment,Leptopsammia.chevalieri,attached
substrate_attachment,Leptopsammia.columna,attached
substrate_attachment,Leptopsammia.crassa,attached
substrate_attachment,Leptopsammia.formosa,attached
substrate_attachment,Leptopsammia.poculum,attached
substrate_attachment,Leptopsammia.pruvoti,attached
substrate_attachment,Leptopsammia.queenslandiae,attached
substrate_attachment,Leptopsammia.stokesiana,attached
substrate_attachment,Leptopsammia.trinitatis,attached
substrate_attachment,Leptoria.irregularis,attached
substrate_attachment,Leptoria.phrygia,attached
substrate_attachment,Leptoseris.amitoriensis,attached
substrate_attachment,Leptoseris.cailleti,attached
substrate_attachment,Leptoseris.cucullata,attached
substrate_attachment,Leptoseris.explanata,attached
substrate_attachment,Leptoseris.foliosa,attached
substrate_attachment,Leptoseris.gardineri,attached
substrate_attachment,Leptoseris.hawaiiensis,attached
substrate_attachment,Leptoseris.incrustans,attached
substrate_attachment,Leptoseris.mycetoseroides,attached
substrate_attachment,Leptoseris.papyracea,attached
substrate_attachment,Leptoseris.scabra,attached
substrate_attachment,Leptoseris.solida,attached
substrate_attachment,Leptoseris.striata,attached
substrate_attachment,Leptoseris.tenuis,attached
substrate_attachment,Leptoseris.tubulifera,attached
substrate_attachment,Leptoseris.yabei,attached
substrate_attachment,Letepsammia.fissilis,unattached
substrate_attachment,Letepsammia.formosissima,unattached
substrate_attachment,Letepsammia.franki,unattached
substrate_attachment,Letepsammia.superstes,unattached
substrate_attachment,Lithophyllon.lobata,attached
substrate_attachment,Lithophyllon.mokai,attached
substrate_attachment,Lithophyllon.undulatum,attached
substrate_attachment,Lobophyllia.corymbosa,attached
substrate_attachment,Lobophyllia.dentatus,attached
substrate_attachment,Lobophyllia.diminuta,attached
substrate_attachment,Lobophyllia.flabelliformis,attached
substrate_attachment,Lobophyllia.hataii,attached
substrate_attachment,Lobophyllia.hemprichii,attached
substrate_attachment,Lobophyllia.pachysepta,attached
substrate_attachment,Lobophyllia.robusta,attached
substrate_attachment,Lobophyllia.serratus,attached
substrate_attachment,Lochmaeotrochus.gardineri,unattached
substrate_attachment,Lochmaeotrochus.oculeus,attached
substrate_attachment,Lophelia.pertusa,attached
substrate_attachment,Madracis.asanoi,attached
substrate_attachment,Madracis.asperula,attached
substrate_attachment,Madracis.decactis,attached
substrate_attachment,Madracis.formosa,attached
substrate_attachment,Madracis.kauaiensis,attached
substrate_attachment,Madracis.kirbyi,attached
substrate_attachment,Madracis.mirabilis,attached
substrate_attachment,Madracis.myriaster,attached
substrate_attachment,Madracis.pharensis,attached
substrate_attachment,Madracis.senaria,attached
substrate_attachment,Madrepora.arbuscula,attached
substrate_attachment,Madrepora.carolina,attached
substrate_attachment,Madrepora.kauaiensis,attached
substrate_attachment,Madrepora.minutiseptum,attached
substrate_attachment,Madrepora.oculata,attached
substrate_attachment,Madrepora.porcellana,attached
substrate_attachment,Manicina.areolata,both
substrate_attachment,Meandrina.braziliensis,unattached
substrate_attachment,Meandrina.meandrites,attached
substrate_attachment,Merulina.ampliata,attached
substrate_attachment,Merulina.scabricula,attached
substrate_attachment,Merulina.scheeri,attached
substrate_attachment,Micromussa.amakusensis,attached
substrate_attachment,Micromussa.diminuta,attached
substrate_attachment,Micromussa.minuta,attached
substrate_attachment,Montastrea.annularis,attached
