Scientific Name,Matched Scientific Name,Revised.CTDB.name,Species - matched,Latitude - original,Longitude - original,Coordinate Uncertainty in Metres - parsed,Year - parsed,wave power,marspec_var,marspec_SST,MODIS_SST,turbidity,,,
Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,Lobophyllia hemprichii,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montastrea curta (Dana, 1846)",Montastrea curta,Astrea curta,Montastrea curta,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montastrea magnistellata Chevalier, 1971",Montastrea magnistellata,Favites magnistellata,Montastrea magnistellata,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montastrea valenciennesi (Edwards & Haime, 1848)",Montastrea valenciennesi,Favites valenciennesi,Montastrea valenciennesi,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora aequituberculata Bernard, 1897",Montipora aequituberculata,Montipora aequituberculata,Montipora aequituberculata,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora danae Edwards & Haime, 1851",Montipora danae,Montipora danae,Montipora danae,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora efflorescens Bernard, 1897",Montipora efflorescens,Montipora efflorescens,Montipora efflorescens,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora hispida (Dana, 1846)",Montipora hispida,Montipora hispida,Montipora hispida,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora spumosa (Lamarck, 1816)",Montipora spumosa,Montipora spumosa,Montipora spumosa,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora tuberculosa (Lamarck, 1816)",Montipora tuberculosa,Montipora tuberculosa,Montipora tuberculosa,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora turgescens Bernard, 1897",Montipora turgescens,Montipora turgescens,Montipora turgescens,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora venosa (Ehrenberg, 1834)",Montipora venosa,Montipora venosa,Montipora venosa,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Montipora verrucosa (Lamarck, 1816)",Montipora verrucosa,Montipora verrucosa,Montipora verrucosa,-18.772,146.532,500,1983,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Moseleya latistellata Quelch, 1884",Moseleya latistellata,Moseleya latistellata,Moseleya latistellata,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
Oulophyllia bennettae,Oulophyllia bennettae,Oulophyllia bennettae,Oulophyllia bennettae,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pachyseris rugosa (Lamarck, 1801)",Pachyseris rugosa,Pachyseris rugosa,Pachyseris rugosa,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pachyseris speciosa (Dana, 1846)",Pachyseris speciosa,Pachyseris speciosa,Pachyseris speciosa,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Palauastrea ramosa Yabe & Sugiyama, 1941",Palauastrea ramosa,Palauastrea ramosa,Palauastrea ramosa,-18.772,146.532,500,1975,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pavona cactus (Forskal, 1775)",Pavona cactus,Pavona cactus,Pavona cactus,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pavona decussata (Dana, 1846)",Pavona decussata,Pavona decussata,Pavona decussata,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pavona varians Verrill, 1864",Pavona varians,Pavona varians,Pavona varians,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pectinia alcicornis (Saville-Kent, 1871)",Pectinia alcicornis,Pectinia alcicornis,Pectinia alcicornis,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pectinia paeonia (Dana, 1846)",Pectinia paeonia,Pectinia paeonia,Pectinia paeonia,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Platygyra daedalea (Ellis & Solander, 1786)",Platygyra daedalea,Platygyra daedalea,Platygyra daedalea,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Platygyra lamellina (Ehrenberg, 1834)",Platygyra lamellina,Platygyra lamellina,Platygyra lamellina,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Platygyra sinensis (Edwards & Haime, 1849)",Platygyra sinensis,Platygyra sinensis,Platygyra sinensis,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Pocillopora damicornis (Linnaeus, 1758)",Pocillopora damicornis,Pocillopora damicornis,Pocillopora damicornis,-18.772,146.532,500,1975,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Podabacia crustacea (Pallas, 1766)",Podabacia crustacea,Podabacia crustacea,Podabacia crustacea,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Porites (Porites) australiensis Vaughan, 1918",Porites (Porites) australiensis,Porites australiensis,Porites (Porites) australiensis,-18.772,146.532,500,1981,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Porites (Porites) cylindrica Dana, 1846",Porites (Porites) cylindrica,Porites cylindrica,Porites (Porites) cylindrica,-18.772,146.532,500,1981,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Porites (Porites) lichen Dana, 1846",Porites (Porites) lichen,Porites lichen,Porites (Porites) lichen,-18.772,146.532,500,1981,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Porites (Porites) lobata Dana, 1846",Porites (Porites) lobata,Porites lobata,Porites (Porites) lobata,-18.772,146.532,500,1981,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Porites (Porites) nigrescens Dana, 1848",Porites (Porites) nigrescens,Porites nigrescens,Porites (Porites) nigrescens,-18.772,146.532,500,1981,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Porites (Synaraea) rus (Forskal, 1775)",Porites (Synaraea) rus,Porites rus,Porites (Synaraea) rus,-18.772,146.532,500,1981,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Sandalolitha robusta (Quelch, 1886)",Sandalolitha robusta,Sandalolitha robusta,Sandalolitha robusta,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia,Scolymia,,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Seriatopora hystrix Dana, 1846",Seriatopora hystrix,Seriatopora hystrix,Seriatopora hystrix,-18.772,146.532,500,1975,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Stylophora pistillata Esper, 1797",Stylophora pistillata,Stylophora pistillata,Stylophora pistillata,-18.772,146.532,500,1975,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Symphyllia radians Edwards & Haime, 1849",Symphyllia radians,Symphyllia radians,Symphyllia radians,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Turbinaria mesenterina (Lamarck, 1816)",Turbinaria mesenterina,Turbinaria mesenterina,Turbinaria mesenterina,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Turbinaria peltata (Esper, 1794)",Turbinaria peltata,Duncanopsammia peltata,Turbinaria peltata,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Turbinaria stellulata (Lamarck, 1816)",Turbinaria stellulata,Turbinaria stellulata,Turbinaria stellulata,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Favia favus (Forsk´è_l, 1775)",,Dipsastraea favus,,-18.772,146.532,500,1976,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Symphyllia cf. recta (Dana, 1846)",,Symphyllia recta,,-18.772,146.532,500,1979,0.043329,5.5123,25.599998,25.787212,0.11222704,,,
"Astreopora myriophthalma (Lamarck, 1816)",Astreopora myriophthalma,Astreopora myriophthalma,Astreopora myriophthalma,-18.77,146.51,500,1983,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Coscinaraea columna (Dana, 1846)",Coscinaraea columna,Coscinaraea columna,Coscinaraea columna,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Duncanopsammia axifuga (Edwards & Haime, 1848)",Duncanopsammia axifuga,Duncanopsammia axifuga,Duncanopsammia axifuga,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Favites halicora (Ehrenberg, 1834)",Favites halicora,Favites halicora,Favites halicora,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Favites pentagona (Esper, 1794)",Favites pentagona,Favites pentagona,Favites pentagona,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Favites russelli (Wells, 1954)",Favites russelli,Paragoniastrea russelli,Favites russelli,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Danafungia) klunzingeri Doderlein, 1901",Fungia,Fungia,,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia,Fungia,,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Danafungia) horrida Dana, 1846",Fungia (Danafungia) horrida,Danafungia horrida,Fungia (Danafungia) horrida,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia (Pleuractis) moluccensis,Pleuractis moluccensis,Fungia (Pleuractis) moluccensis,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Verrillofungia) concinna Verrill, 1864",Fungia (Verrillofungia) concinna,Lithophyllon concinna,Fungia (Verrillofungia) concinna,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Fungia (Verrillofungia) repanda Dana, 1846",Fungia (Verrillofungia) repanda,Lithophyllon repanda,Fungia (Verrillofungia) repanda,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Goniastrea pectinata (Ehrenberg, 1834)",Goniastrea pectinata,Goniastrea pectinata,Goniastrea pectinata,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Goniopora stokesi Edwards & Haime, 1851",Goniopora stokesi,Goniopora stokesi,Goniopora stokesi,-18.77,146.51,500,1981,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Leptastrea purpurea (Dana, 1846)",Leptastrea purpurea,Leptastrea purpurea,Leptastrea purpurea,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Leptoseris hawaiiensis Vaughan, 1907",Leptoseris hawaiiensis,Leptoseris hawaiiensis,Leptoseris hawaiiensis,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Leptoseris scabra Vaughan, 1907",Leptoseris scabra,Leptoseris scabra,Leptoseris scabra,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Leptoseris yabei (Pillai & Scheer, 1976)",Leptoseris yabei,Leptoseris yabei,Leptoseris yabei,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Merulina ampliata (Ellis & Solander, 1786)",Merulina ampliata,Merulina ampliata,Merulina ampliata,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Montipora stellata Bernard, 1897",Montipora stellata,Montipora stellata,Montipora stellata,-18.77,146.51,500,1983,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Moseleya latistellata Quelch, 1884",Moseleya latistellata,Moseleya latistellata,Moseleya latistellata,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Mycedium elephantotus (Pallas, 1766)",Mycedium elephantotus,Mycedium elephantotus,Mycedium elephantotus,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Oulophyllia crispa (Lamarck, 1816)",Oulophyllia crispa,Oulophyllia crispa,Oulophyllia crispa,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Oxypora lacera (Verrill, 1864)",Oxypora lacera,Oxypora lacera,Oxypora lacera,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Pachyseris speciosa (Dana, 1846)",Pachyseris speciosa,Pachyseris speciosa,Pachyseris speciosa,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Pavona varians Verrill, 1864",Pavona varians,Pavona varians,Pavona varians,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Pectinia alcicornis (Saville-Kent, 1871)",Pectinia alcicornis,Pectinia alcicornis,Pectinia alcicornis,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Pectinia paeonia (Dana, 1846)",Pectinia paeonia,Pectinia paeonia,Pectinia paeonia,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Podabacia crustacea (Pallas, 1766)",Podabacia crustacea,Podabacia crustacea,Podabacia crustacea,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Porites (Porites) lichen Dana, 1846",Porites (Porites) lichen,Porites lichen,Porites (Porites) lichen,-18.77,146.51,500,1981,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Scolymia cf. vitiensis Bruggemann, 1877",Scolymia,Scolymia,,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Seriatopora hystrix Dana, 1846",Seriatopora hystrix,Seriatopora hystrix,Seriatopora hystrix,-18.77,146.51,500,1975,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Stylophora pistillata Esper, 1797",Stylophora pistillata,Stylophora pistillata,Stylophora pistillata,-18.77,146.51,500,1975,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Turbinaria peltata (Esper, 1794)",Turbinaria peltata,Duncanopsammia peltata,Turbinaria peltata,-18.77,146.51,500,1979,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Favia favus (Forsk´è_l, 1775)",,Dipsastraea favus,,-18.77,146.51,500,1976,0.043329,5.5555997,25.609999,25.852776,0.11222704,,,
"Acropora (Acropora) divaricata (Dana, 1846)",Acropora (Acropora) divaricata,Acropora divaricata,Acropora (Acropora) divaricata,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
Acropora (Acropora) donei,Acropora (Acropora) donei,Acropora donei,Acropora (Acropora) donei,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) grandis (Brook, 1892)",Acropora (Acropora) grandis,Acropora grandis,Acropora (Acropora) grandis,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) granulosa (Edwards & Haime, 1860)",Acropora (Acropora) granulosa,Acropora granulosa,Acropora (Acropora) granulosa,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) humilis (Dana, 1846)",Acropora (Acropora) humilis,Acropora humilis,Acropora (Acropora) humilis,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) millepora (Ehrenberg, 1834)",Acropora (Acropora) millepora,Acropora millepora,Acropora (Acropora) millepora,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) selago (Studer, 1878)",Acropora (Acropora) selago,Acropora selago,Acropora (Acropora) selago,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) tenuis (Dana, 1846)",Acropora (Acropora) tenuis,Acropora tenuis,Acropora (Acropora) tenuis,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) valenciennesi (Edwards & Haime, 1860)",Acropora (Acropora) valenciennesi,Acropora valenciennesi,Acropora (Acropora) valenciennesi,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) valida (Dana, 1846)",Acropora (Acropora) valida,Acropora valida,Acropora (Acropora) valida,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Acropora (Acropora) nobilis (Dana, 1846)",Acropora nobilis,Acropora intermedia,,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Alveopora allingi Hoffmeister, 1925",Alveopora allingi,Alveopora allingi,Alveopora allingi,-18.766,146.533,500,1981,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Alveopora catalai Wells, 1968",Alveopora catalai,Alveopora catalai,Alveopora catalai,-18.766,146.533,500,1981,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Alveopora spongiosa Dana, 1846",Alveopora spongiosa,Alveopora spongiosa,Alveopora spongiosa,-18.766,146.533,500,1981,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Astreopora gracilis Bernard, 1896",Astreopora gracilis,Astreopora gracilis,Astreopora gracilis,-18.766,146.533,500,1983,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Caulastrea curvata Wijsman-Best, 1972",Caulastrea curvata,Caulastraea curvata,Caulastrea curvata,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Fungia (Ctenactis) echinata. (Pallas, 1766)",Ctenactis crassa,Ctenactis crassa,Ctenactis crassa,-18.766,146.533,500,1979,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Cyphastrea serailia (Forsk´è_l, 1775)",Cyphastrea,Cyphastrea,,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Cyphastrea japonica Yabe & Sugiyama, 1932",Cyphastrea japonica,Cyphastrea japonica,Cyphastrea japonica,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Cyphastrea microphthalma (Lamarck, 1816)",Cyphastrea microphthalma,Cyphastrea microphthalma,Cyphastrea microphthalma,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Diploastrea heliopora (Lamarck, 1816)",Diploastrea heliopora,Diploastrea heliopora,Diploastrea heliopora,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
Echinophyllia orpheensis nom. nov.,Echinophyllia orpheensis,Echinophyllia orpheensis,Echinophyllia orpheensis,-18.766,146.533,500,1979,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Echinopora horrida Dana, 1846",Echinopora horrida,Echinopora horrida,Echinopora horrida,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Echinopora lamellosa (Esper, 1795)",Echinopora lamellosa,Echinopora lamellosa,Echinopora lamellosa,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Echinopora mammiformis (Nemenzo, 1959)",Echinopora mammiformis,Echinopora mammiformis,Echinopora mammiformis,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favia matthaii Vaughan, 1918",Favia matthaii,Dipsastraea matthaii,Favia matthaii,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favia pallida (Dana, 1846)",Favia pallida,Dipsastraea pallida,Favia pallida,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favites abdita (Ellis & Solander, 1786)",Favites abdita,Favites abdita,Favites abdita,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favites complanata (Ehrenberg, 1834)",Favites complanata,Favites complanata,Favites complanata,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favites flexuosa (Dana, 1846)",Favites flexuosa,Favites flexuosa,Favites flexuosa,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favites halicora (Ehrenberg, 1834)",Favites halicora,Favites halicora,Favites halicora,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favites pentagona (Esper, 1794)",Favites pentagona,Favites pentagona,Favites pentagona,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Favites russelli (Wells, 1954)",Favites russelli,Paragoniastrea russelli,Favites russelli,-18.766,146.533,500,1976,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Fungia (Fungia) Fungites (Linnaeus, 1758)",Fungia,Fungia,,-18.766,146.533,500,1979,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Fungia (Pleuractis) moluccensis van der Horst, 1919",Fungia (Pleuractis) moluccensis,Pleuractis moluccensis,Fungia (Pleuractis) moluccensis,-18.766,146.533,500,1979,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
"Fungia (Pleuractis) paumotensis Stutchbury, 1833",Fungia (Pleuractis) paumotensis,Pleuractis paumotensis,Fungia (Pleuractis) paumotensis,-18.766,146.533,500,1979,0.043329,5.4870996,25.609999,25.787212,0.11222704,,,
