,species,site,present,Latitude,Longitude,stdev,SST_p50,Chl_50p,skewnes,TSM_50P,PAR_50P,abundance_world,depth_lower,depth_range,found_off_reef,growth_form,range_size_veron_.pixels.,reproductive_mode_.ahb.,sexual_system,substrate_attachment,water_clarity_preference,wave_exposure_preference,zooxanthellae_in_propagules_.ahb.
11873,Acropora.solitaryensis,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19048,Caulastrea.tumida,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25765,Favia.favus,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27473,Favia.speciosa,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29531,Fungia.fungites,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32371,Goniastrea.australensis,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37235,Hydnophora.exesa,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49100,Mycedium.elephantotus,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51484,Pavona.decussata,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54005,Platygyra.sinensis,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54507,Plesiastrea.versipora,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54721,Pocillopora.damicornis,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58643,Porites.stephensoni,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62608,Stylophora.pistillata,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64339,Turbinaria.mesenterina,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64922,Turbinaria.radicalis,187,0,-23.48,151.88,2.331237316,24.37687492,0.30764538,0.074197076,0.500826299,45.4498291,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3394,Acropora.cuneata,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5368,Acropora.gemmifera,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5680,Acropora.glauca,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6544,Acropora.humilis,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6746,Acropora.hyacinthus,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8112,Acropora.microclados,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8834,Acropora.monticulosa,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11940,Acropora.solitaryensis,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19047,Caulastrea.tumida,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25889,Favia.favus,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27520,Favia.speciosa,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29519,Fungia.fungites,21,1,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32376,Goniastrea.australensis,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37126,Hydnophora.exesa,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49063,Mycedium.elephantotus,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51474,Pavona.decussata,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54126,Platygyra.sinensis,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54514,Plesiastrea.versipora,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54653,Pocillopora.damicornis,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58621,Porites.stephensoni,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62475,Stylophora.pistillata,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64280,Turbinaria.mesenterina,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
65048,Turbinaria.radicalis,21,0,-23.47,151.963,2.261628628,24.45000076,0.304630935,0.070388034,0.507647276,45.68521881,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3335,Acropora.cuneata,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5365,Acropora.gemmifera,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5599,Acropora.glauca,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6431,Acropora.humilis,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6614,Acropora.hyacinthus,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8231,Acropora.microclados,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8803,Acropora.monticulosa,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11850,Acropora.solitaryensis,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19028,Caulastrea.tumida,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25948,Favia.favus,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27441,Favia.speciosa,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29565,Fungia.fungites,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32422,Goniastrea.australensis,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37255,Hydnophora.exesa,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49135,Mycedium.elephantotus,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51406,Pavona.decussata,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54149,Platygyra.sinensis,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54575,Plesiastrea.versipora,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54593,Pocillopora.damicornis,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58693,Porites.stephensoni,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62524,Stylophora.pistillata,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64422,Turbinaria.mesenterina,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64929,Turbinaria.radicalis,181,0,-23.465,151.847,2.283001184,24.45000076,0.307791859,0.07023412,0.499401718,46.6880188,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3413,Acropora.cuneata,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5475,Acropora.gemmifera,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5656,Acropora.glauca,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6545,Acropora.humilis,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6678,Acropora.hyacinthus,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8145,Acropora.microclados,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8783,Acropora.monticulosa,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11872,Acropora.solitaryensis,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19001,Caulastrea.tumida,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25839,Favia.favus,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27427,Favia.speciosa,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29510,Fungia.fungites,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
32367,Goniastrea.australensis,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,40,40,TRUE,massive,6431,spawner,hermaphrodite,attached,clear,broad,no
37134,Hydnophora.exesa,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,55,54,FALSE,encrusting,6506,spawner,hermaphrodite,attached,clear,protected,no
49101,Mycedium.elephantotus,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,70,67,FALSE,encrusting,6669,spawner,hermaphrodite,attached,clear,protected,no
51417,Pavona.decussata,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,20,19,FALSE,foliaceous,6924,spawner,NA,attached,both,broad,no
54129,Platygyra.sinensis,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,uncommon,30,30,TRUE,massive,6772,spawner,hermaphrodite,attached,clear,broad,no
54401,Plesiastrea.versipora,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,uncommon,40,39,TRUE,encrusting,7036,spawner,gonochorous,attached,clear,protected,no
54769,Pocillopora.damicornis,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,55,54,FALSE,branching,7431,brooder,hermaphrodite,attached,both,broad,yes
58551,Porites.stephensoni,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,uncommon,5,5,FALSE,massive,5113,brooder,NA,attached,clear,protected,yes
62601,Stylophora.pistillata,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,65,64,FALSE,branching,6767,brooder,hermaphrodite,attached,clear,exposed,yes
64406,Turbinaria.mesenterina,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,common,20,17,FALSE,foliaceous,6975,spawner,gonochorous,attached,turbid,protected,no
64988,Turbinaria.radicalis,94,0,-23.456,151.993,2.216236115,24.45000076,0.306954861,0.081746295,0.507335186,45.68521881,rare,25,23,FALSE,encrusting,2328,spawner,NA,attached,clear,broad,no
3313,Acropora.cuneata,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,15,15,FALSE,laminar,5434,brooder,hermaphrodite,attached,clear,exposed,no
5377,Acropora.gemmifera,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,15,14,FALSE,digitate,4928,spawner,hermaphrodite,attached,clear,broad,no
5601,Acropora.glauca,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,rare,20,15,TRUE,corymbose,2012,spawner,hermaphrodite,attached,both,protected,no
6507,Acropora.humilis,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,11,11,FALSE,digitate,6545,spawner,hermaphrodite,attached,clear,exposed,no
6684,Acropora.hyacinthus,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,20,15,FALSE,tabular,7903,spawner,hermaphrodite,attached,clear,exposed,no
8165,Acropora.microclados,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,uncommon,20,15,FALSE,corymbose,6596,spawner,hermaphrodite,attached,clear,exposed,no
8839,Acropora.monticulosa,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,uncommon,12,11,FALSE,digitate,5697,spawner,hermaphrodite,attached,clear,exposed,no
11943,Acropora.solitaryensis,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,rare,25,20,FALSE,tabular,4376,spawner,hermaphrodite,attached,clear,broad,no
19016,Caulastrea.tumida,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,40,38,FALSE,phaceloid,2727,spawner,NA,attached,both,protected,no
25758,Favia.favus,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,50,50,TRUE,massive,6990,spawner,hermaphrodite,attached,clear,protected,no
27598,Favia.speciosa,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,50,50,TRUE,massive,6902,spawner,hermaphrodite,attached,clear,broad,no
29518,Fungia.fungites,25,0,-23.449,151.905,2.260721922,24.48656273,0.313615113,0.072547741,0.502270579,45.4498291,common,50,49,TRUE,solitary,7113,spawner,gonochorous,unattached,clear,protected,no
